GAME_DATE_EST,GAME_ID,SEASON,HOME_TEAM_ID,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,HOME_TEAM_WINS,VISITOR_TEAM_ID,TEAM_ID,OPP_TEAM_ID,IS_HOME,WL,REST_DAYS_TEAM,B2B_TEAM,WIN_STREAK,PTS_L5,FG_PCT_L5,FT_PCT_L5,FG3_PCT_L5,AST_L5,REB_L5,WL_L5,PTS_L10,FG_PCT_L10,FT_PCT_L10,FG3_PCT_L10,AST_L10,REB_L10,WL_L10
2017-01-13,21600599,2016,1610612758,120.0,0.506,0.773,0.405,27.0,39.0,0,1610612739,1610612739,1610612758,0,1,2.0,0,0,101.6,0.417,0.7912,0.32480000000000003,15.2,43.6,0.4,104.2,0.42560000000000003,0.7795,0.3374,17.7,44.6,0.6
2018-02-14,21700856,2017,1610612751,103.0,0.422,0.741,0.371,24.0,44.0,0,1610612754,1610612751,1610612754,1,0,2.0,0,0,108.4,0.43279999999999996,0.8480000000000001,0.3512,27.8,44.0,0.0,104.0,0.43689999999999996,0.8353999999999999,0.325,23.3,43.4,0.1
2016-11-01,21600051,2016,1610612740,113.0,0.439,0.78,0.346,23.0,42.0,0,1610612749,1610612740,1610612749,1,0,3.0,0,0,99.0,0.414,0.766,0.24879999999999997,23.4,44.4,0.0,103.11111111111111,0.4401111111111111,0.7643333333333334,0.31155555555555553,24.88888888888889,44.22222222222222,0.1111111111111111
2003-11-08,20300080,2003,1610612749,87.0,0.418,0.857,0.45,17.0,39.0,1,1610612752,1610612752,1610612749,0,0,1.0,1,1,87.2,0.42779999999999996,0.849,0.2406,22.4,45.2,0.4,87.2,0.42779999999999996,0.849,0.2406,22.4,45.2,0.5
2006-12-31,20600452,2006,1610612746,80.0,0.345,0.76,0.2,18.0,38.0,1,1610612752,1610612752,1610612746,0,0,2.0,0,0,105.6,0.45280000000000004,0.706,0.27240000000000003,18.8,50.0,0.6,100.5,0.43689999999999996,0.6742,0.28040000000000004,17.9,49.4,0.5
2015-01-10,21400554,2014,1610612741,87.0,0.444,0.75,0.273,19.0,37.0,1,1610612749,1610612749,1610612741,0,0,1.0,1,2,95.4,0.47220000000000006,0.7756000000000001,0.359,27.0,43.4,0.6,97.0,0.4646,0.7596999999999999,0.37229999999999996,25.5,44.0,0.6
2016-03-17,21501012,2015,1610612754,94.0,0.385,0.696,0.286,21.0,48.0,0,1610612761,1610612754,1610612761,1,0,2.0,0,1,97.8,0.43359999999999993,0.8198000000000001,0.3434,19.8,43.0,0.8,98.7,0.4359,0.8215999999999999,0.3407,21.3,45.0,0.5
2011-03-18,21001023,2010,1610612742,97.0,0.434,0.947,0.412,15.0,36.0,0,1610612759,1610612759,1610612742,0,1,4.0,0,0,99.4,0.47140000000000004,0.7426,0.3556,17.8,38.4,0.6,102.5,0.48149999999999993,0.7615000000000001,0.3859,20.7,40.1,0.7
2018-03-23,21701086,2017,1610612757,105.0,0.455,0.923,0.611,22.0,45.0,0,1610612738,1610612738,1610612757,0,1,3.0,0,1,100.4,0.41979999999999995,0.7388,0.3678,22.2,47.4,0.4,108.7,0.4638999999999999,0.7894,0.3982,24.2,46.5,0.6
2010-02-17,20900794,2009,1610612764,108.0,0.477,0.607,0.4379999999999999,24.0,47.0,1,1610612750,1610612764,1610612750,1,1,8.0,0,0,92.6,0.43620000000000003,0.8253999999999999,0.2986,16.8,43.2,0.4,90.6,0.433,0.7756000000000001,0.3082,16.0,41.9,0.3
2022-01-01,22100541,2021,1610612764,120.0,0.488,0.84,0.5,17.0,44.0,0,1610612741,1610612741,1610612764,0,1,1.0,1,6,123.0,0.5338,0.8078,0.4640000000000001,27.8,40.2,1.0,113.4,0.4817,0.7613000000000001,0.4041,24.9,41.7,0.8
2005-05-09,40400221,2004,1610612756,127.0,0.523,0.821,0.545,25.0,43.0,1,1610612742,1610612756,1610612742,1,1,8.0,0,4,112.4,0.4946,0.7508000000000001,0.43999999999999995,22.4,42.6,0.8,111.1,0.4819,0.7393,0.43199999999999994,23.7,44.6,0.9
2012-01-13,21100164,2011,1610612745,89.0,0.4379999999999999,0.938,0.2,17.0,36.0,1,1610612758,1610612758,1610612745,0,0,2.0,0,1,93.2,0.4032,0.7978,0.1876,14.6,45.4,0.4,92.7,0.39869999999999994,0.753,0.2593,14.1,44.4,0.3
2006-02-01,20500670,2005,1610612745,86.0,0.4270000000000001,0.826,0.231,21.0,48.0,1,1610612749,1610612745,1610612749,1,1,2.0,0,0,92.6,0.42960000000000004,0.6712,0.2946,19.4,42.6,0.4,90.8,0.43389999999999995,0.7065,0.3093,18.5,40.0,0.3
2020-01-25,21900682,2019,1610612739,106.0,0.5,0.818,0.433,30.0,43.0,0,1610612741,1610612739,1610612741,1,0,2.0,0,0,105.2,0.442,0.7768,0.36219999999999997,21.8,43.0,0.0,106.7,0.4648,0.7824,0.3437,22.0,43.9,0.2
2010-12-04,21000291,2010,1610612750,129.0,0.593,0.833,0.6920000000000001,30.0,46.0,1,1610612739,1610612750,1610612739,1,1,1.0,1,0,99.4,0.4344,0.7654,0.357,18.8,50.4,0.0,103.2,0.4474,0.7686,0.3773,20.4,46.4,0.2
2016-03-04,21500913,2015,1610612753,102.0,0.449,0.6920000000000001,0.357,18.0,57.0,0,1610612756,1610612756,1610612753,0,1,1.0,1,0,97.0,0.4018,0.7096,0.28979999999999995,16.2,45.4,0.2,99.5,0.41600000000000004,0.7395,0.289,19.2,43.8,0.1
2015-01-07,21400528,2014,1610612741,77.0,0.3329999999999999,0.75,0.3,17.0,43.0,0,1610612762,1610612741,1610612762,1,0,2.0,0,3,100.6,0.3998,0.7834000000000001,0.3492,21.4,49.2,0.8,105.4,0.43859999999999993,0.8002,0.36419999999999997,21.0,49.2,0.9
2017-10-27,21700073,2017,1610612752,107.0,0.449,0.588,0.3329999999999999,19.0,55.0,1,1610612751,1610612752,1610612751,1,1,3.0,0,0,95.6,0.43839999999999996,0.7314,0.2678,19.4,38.2,0.0,96.0,0.42599999999999993,0.755125,0.305125,19.375,41.375,0.0
2021-12-21,22100467,2021,1610612740,111.0,0.525,0.833,0.364,27.0,44.0,1,1610612757,1610612740,1610612757,1,1,4.0,0,2,109.8,0.46799999999999997,0.705,0.3476,28.4,50.8,0.6,109.9,0.4567,0.7493000000000001,0.3381,27.0,48.3,0.5
2017-04-11,21601214,2016,1610612742,109.0,0.488,0.643,0.429,31.0,53.0,0,1610612743,1610612743,1610612742,0,1,2.0,0,0,116.2,0.49239999999999995,0.8102,0.3194,27.0,46.6,0.6,114.9,0.4815999999999999,0.8365,0.33039999999999997,26.9,46.6,0.5
2022-04-07,22101202,2021,1610612744,128.0,0.526,1.0,0.5,39.0,45.0,1,1610612747,1610612744,1610612747,1,1,4.0,0,2,106.6,0.4502,0.8028000000000001,0.35639999999999994,24.6,44.4,0.4,104.7,0.4476,0.7849999999999999,0.34459999999999996,23.9,45.7,0.3
2020-01-10,21900571,2019,1610612763,134.0,0.52,0.875,0.421,39.0,49.0,1,1610612759,1610612763,1610612759,1,1,3.0,0,3,124.0,0.5084,0.8958,0.369,30.0,46.4,0.8,118.1,0.4959999999999999,0.8132999999999999,0.372,29.9,45.2,0.6
2018-03-03,21700936,2017,1610612753,100.0,0.409,0.6920000000000001,0.273,24.0,46.0,1,1610612763,1610612763,1610612753,0,0,1.0,1,0,96.0,0.41719999999999996,0.8008000000000001,0.3672,22.8,41.0,0.0,94.2,0.4196,0.8109999999999999,0.3419,22.2,41.1,0.0
2015-01-02,21400491,2014,1610612756,112.0,0.5,0.875,0.4379999999999999,24.0,48.0,1,1610612755,1610612756,1610612755,1,1,2.0,0,0,119.0,0.48739999999999994,0.7758,0.4274,22.6,42.4,0.6,109.1,0.46659999999999996,0.7724,0.3792,20.1,42.5,0.6
2021-04-01,22000734,2020,1610612740,115.0,0.425,0.87,0.2,20.0,48.0,0,1610612753,1610612753,1610612740,0,1,2.0,0,1,102.4,0.43019999999999997,0.7472000000000001,0.34919999999999995,23.2,45.4,0.4,99.6,0.4274,0.7413000000000001,0.3552,22.5,45.5,0.3
2009-11-21,20900186,2009,1610612740,88.0,0.3720000000000001,0.8240000000000001,0.182,15.0,52.0,1,1610612737,1610612737,1610612740,0,0,1.0,1,7,105.4,0.4706,0.7282,0.33899999999999997,22.0,44.8,1.0,105.9,0.48149999999999993,0.7633,0.3411,21.1,43.8,0.9
2018-01-10,21700613,2017,1610612744,125.0,0.489,0.7859999999999999,0.4579999999999999,24.0,46.0,0,1610612746,1610612746,1610612744,0,1,2.0,0,1,109.8,0.46980000000000005,0.7974,0.36419999999999997,22.2,42.6,0.6,114.0,0.48179999999999995,0.778,0.3665,22.5,43.5,0.7
2015-10-16,11500066,2015,1610612743,81.0,0.3329999999999999,0.72,0.31,21.0,40.0,1,1610612756,1610612756,1610612743,0,0,3.0,0,0,110.66666666666667,0.4343333333333333,0.7406666666666667,0.33499999999999996,22.666666666666668,48.0,0.6666666666666666,110.66666666666667,0.4343333333333333,0.7406666666666667,0.33499999999999996,22.666666666666668,48.0,0.6666666666666666
2017-02-05,21600766,2016,1610612738,107.0,0.42,0.85,0.308,24.0,45.0,1,1610612746,1610612738,1610612746,1,1,2.0,0,6,115.0,0.4614,0.8134,0.38439999999999996,28.0,44.2,1.0,114.0,0.4617,0.8592000000000001,0.3598,27.7,42.5,0.7
2016-04-26,41500115,2015,1610612761,99.0,0.452,0.87,0.4479999999999999,22.0,41.0,1,1610612754,1610612754,1610612761,0,0,3.0,0,1,93.8,0.426,0.7906000000000001,0.366,20.0,40.0,0.6,101.3,0.46299999999999997,0.7891,0.36829999999999996,22.4,42.3,0.7
2009-12-16,20900369,2009,1610612744,103.0,0.481,0.87,0.278,26.0,54.0,0,1610612759,1610612759,1610612744,0,1,1.0,1,0,108.4,0.5336,0.742,0.5748,23.8,38.6,0.6,103.1,0.5015,0.732,0.4566,22.1,40.7,0.6
2006-02-10,20500731,2005,1610612740,100.0,0.48,0.688,0.375,16.0,42.0,1,1610612752,1610612752,1610612740,0,0,2.0,0,0,88.2,0.4208,0.769,0.301,19.4,38.2,0.0,91.5,0.4303,0.7591,0.2954,18.1,40.0,0.1
2021-12-19,22100448,2021,1610612741,110.0,0.512,0.636,0.353,25.0,46.0,1,1610612747,1610612747,1610612741,0,0,2.0,0,0,103.2,0.4478,0.7024,0.396,24.6,43.6,0.6,111.2,0.4755,0.6910000000000001,0.3655,26.1,45.2,0.6
2020-02-03,21900743,2019,1610612754,103.0,0.458,0.727,0.206,28.0,40.0,0,1610612742,1610612754,1610612742,1,0,2.0,0,0,114.0,0.513,0.7742,0.4226,27.8,37.8,0.6,109.4,0.49470000000000003,0.7498,0.38519999999999993,26.8,39.3,0.7
2013-01-25,21200636,2012,1610612741,87.0,0.346,0.879,0.211,12.0,37.0,1,1610612744,1610612744,1610612741,0,0,2.0,0,3,97.8,0.4492,0.8539999999999999,0.3522,22.0,41.2,0.6,98.8,0.46499999999999997,0.8186,0.38870000000000005,23.7,41.3,0.5
2016-04-11,21501203,2015,1610612739,94.0,0.4479999999999999,0.5329999999999999,0.267,23.0,42.0,1,1610612737,1610612737,1610612739,0,0,2.0,0,3,104.2,0.44279999999999997,0.7884,0.3876,25.8,45.4,0.6,106.0,0.4537,0.8035,0.35019999999999996,26.6,43.3,0.7
2012-03-07,21100580,2011,1610612758,99.0,0.5,0.652,0.348,20.0,29.0,1,1610612740,1610612758,1610612740,1,1,2.0,0,0,102.8,0.43759999999999993,0.7674000000000001,0.3316,20.8,45.4,0.2,102.2,0.434,0.784,0.31710000000000005,20.7,44.3,0.2
2012-01-25,21100258,2011,1610612764,92.0,0.47,0.688,0.3,23.0,51.0,1,1610612766,1610612764,1610612766,1,1,2.0,0,0,98.4,0.4412,0.7656000000000001,0.242,18.8,42.0,0.2,90.0,0.4225,0.6967,0.25999999999999995,17.8,43.0,0.2
2017-01-24,21600677,2016,1610612753,100.0,0.455,0.767,0.318,12.0,44.0,0,1610612741,1610612741,1610612753,0,1,3.0,0,1,101.6,0.44400000000000006,0.7727999999999999,0.33340000000000003,20.6,48.4,0.6,101.9,0.4295,0.8051,0.3398,20.8,47.0,0.5
2004-01-13,20300539,2003,1610612756,92.0,0.488,0.6920000000000001,0.417,21.0,34.0,0,1610612743,1610612756,1610612743,1,0,4.0,0,0,83.2,0.4074,0.8056000000000001,0.308,19.0,38.2,0.0,92.2,0.4277,0.7889,0.3145,19.3,38.8,0.2
2009-02-02,20800713,2008,1610612744,105.0,0.4679999999999999,0.667,0.385,23.0,43.0,0,1610612759,1610612744,1610612759,1,0,2.0,0,0,97.8,0.4284,0.828,0.4102,18.6,42.4,0.4,110.1,0.4622,0.8163,0.44849999999999995,21.1,43.8,0.5
2020-01-14,21900598,2019,1610612737,123.0,0.495,0.85,0.452,25.0,46.0,1,1610612756,1610612737,1610612756,1,1,2.0,0,0,106.6,0.42519999999999997,0.8118000000000001,0.3122,21.6,43.4,0.2,102.5,0.42349999999999993,0.7746000000000001,0.3142,22.2,43.3,0.2
2003-12-05,20300261,2003,1610612751,86.0,0.412,0.813,0.25,19.0,39.0,1,1610612749,1610612749,1610612751,0,0,3.0,0,1,96.8,0.45339999999999997,0.7196,0.378,24.2,39.4,0.6,93.5,0.4394,0.7575000000000001,0.3497,22.4,38.4,0.5
2012-03-09,21100586,2011,1610612738,104.0,0.477,0.706,0.444,27.0,32.0,1,1610612757,1610612738,1610612757,1,1,2.0,0,0,98.4,0.43920000000000003,0.7674000000000001,0.2226,26.4,41.4,0.8,91.6,0.43610000000000004,0.7912000000000001,0.27809999999999996,23.7,39.9,0.5
2020-01-20,21900639,2019,1610612764,100.0,0.4270000000000001,0.7,0.313,19.0,41.0,1,1610612765,1610612765,1610612764,0,0,2.0,0,2,114.6,0.5104,0.674,0.3618,26.0,41.2,0.4,109.1,0.471,0.7412,0.3531,23.5,42.3,0.4
2008-03-07,20700915,2007,1610612752,97.0,0.461,0.778,0.429,16.0,39.0,0,1610612765,1610612752,1610612765,1,0,2.0,0,0,98.2,0.45120000000000005,0.682,0.3574,19.2,43.6,0.2,98.6,0.4452999999999999,0.7588,0.3402,19.9,41.2,0.3
2006-12-04,20600252,2006,1610612762,101.0,0.506,0.731,0.267,30.0,48.0,1,1610612749,1610612762,1610612749,1,1,2.0,0,1,89.4,0.429,0.742,0.28820000000000007,24.2,41.6,0.4,101.0,0.4706,0.7508,0.3013,24.6,44.4,0.7
2015-12-25,21500439,2015,1610612745,84.0,0.409,0.875,0.25,24.0,47.0,1,1610612759,1610612759,1610612745,0,0,2.0,0,7,112.2,0.5276,0.8208,0.4072,25.8,45.4,1.0,109.4,0.5256000000000001,0.7973000000000001,0.3903,26.2,45.4,0.9
